,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__class_weight,param_clf__max_depth,param_clf__n_estimators,param_tfidf__min_df,param_tfidf__sublinear_tf,params,split0_test_f1_weighted,split1_test_f1_weighted,split2_test_f1_weighted,split3_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted,split0_test_precision_weighted,split1_test_precision_weighted,split2_test_precision_weighted,split3_test_precision_weighted,mean_test_precision_weighted,std_test_precision_weighted,rank_test_precision_weighted,split0_test_recall_weighted,split1_test_recall_weighted,split2_test_recall_weighted,split3_test_recall_weighted,mean_test_recall_weighted,std_test_recall_weighted,rank_test_recall_weighted
42,71.71867179870605,2.541449309052621,19.747238039970398,3.5632527517398875,balanced,32,100,0.01,True,"{'clf__class_weight': 'balanced', 'clf__max_depth': 32, 'clf__n_estimators': 100, 'tfidf__min_df': 0.01, 'tfidf__sublinear_tf': True}",0.4731382962676535,0.4678218733249254,0.4560147078800942,0.4652722610403447,0.4655617846282545,0.006199637648322443,31,0.4503473476511213,0.46630291424897535,0.4424255572833189,0.4602649548553878,0.45483519350970086,0.009153288465718265,36,0.6377871283713872,0.625638928644449,0.614986901971598,0.631055900621118,0.6273672149021381,0.008343262561592141,113
120,86.27913624048233,4.54006645271925,15.67426460981369,4.632705259858041,balanced_subsample,32,200,0.01,True,"{'clf__class_weight': 'balanced_subsample', 'clf__max_depth': 32, 'clf__n_estimators': 200, 'tfidf__min_df': 0.01, 'tfidf__sublinear_tf': True}",0.47132956479132027,0.46679770211883714,0.4561237145630741,0.46789397015666123,0.4655362379074732,0.0056856931285327135,32,0.44303439736718203,0.46958591414381357,0.462979903102277,0.4729851729449318,0.46214634688955114,0.011605911658448586,26,0.6304752707456716,0.6233898998159886,0.6104370605266786,0.6323671497584541,0.6241673452116981,0.008604531626157035,119
121,95.67198044061661,6.2696301854767915,11.250062346458435,2.4800655852146236,balanced_subsample,32,200,0.01,False,"{'clf__class_weight': 'balanced_subsample', 'clf__max_depth': 32, 'clf__n_estimators': 200, 'tfidf__min_df': 0.01, 'tfidf__sublinear_tf': False}",0.47297520021315587,0.46952366643507926,0.4547817828549057,0.46476711049499103,0.465511939999533,0.006846262581678026,33,0.44762437003047784,0.47315303440069967,0.4549643602699617,0.46934923085245056,0.4612727488883974,0.0103976530666782,28,0.6333034420914672,0.6284331765828393,0.6134702881566249,0.6305728088336784,0.6264449289161524,0.007687213851785961,115
115,64.32198387384415,1.5657884414226932,14.29289960861206,5.037428693711025,balanced_subsample,32,100,0.01,False,"{'clf__class_weight': 'balanced_subsample', 'clf__max_depth': 32, 'clf__n_estimators': 100, 'tfidf__min_df': 0.01, 'tfidf__sublinear_tf': False}",0.47312018113595805,0.46902888113783114,0.45438934618708754,0.4654826312126679,0.46550525991838615,0.006963601471005237,34,0.44947337133180026,0.47476008061968933,0.43543187813549494,0.4647441329847763,0.4561023657679402,0.014949942226615874,35,0.6358556942815755,0.6278198050841682,0.6156073348959051,0.633264320220842,0.6281367886206227,0.007793599523265212,110
49,97.21841317415237,7.221254534908082,26.156566202640533,4.30786577087586,balanced,32,200,0.01,False,"{'clf__class_weight': 'balanced', 'clf__max_depth': 32, 'clf__n_estimators': 200, 'tfidf__min_df': 0.01, 'tfidf__sublinear_tf': False}",0.46985988988003147,0.4670789303284449,0.4532253810996992,0.46857534077971474,0.4646848855219725,0.00668894618676819,35,0.4449066834245633,0.46214866941917915,0.4567694353696821,0.4788989037542513,0.46068092299191893,0.012228813024765401,30,0.6304752707456716,0.6281605670278744,0.6074038328967324,0.6318840579710145,0.6244809321603233,0.009948685828562393,118
48,103.40707606077194,1.9373365438640426,24.199355244636536,7.623889520191559,balanced,32,200,0.01,True,"{'clf__class_weight': 'balanced', 'clf__max_depth': 32, 'clf__n_estimators': 200, 'tfidf__min_df': 0.01, 'tfidf__sublinear_tf': True}",0.4671358887690932,0.4672134280227573,0.45621101940485753,0.4676065557215836,0.4645417229795729,0.004813042846463412,36,0.4420657304788013,0.4656387819150492,0.4723353014257229,0.47099369891605275,0.4627583781839066,0.012206764119156806,25,0.6265434227771263,0.6258433858106727,0.6096098166276024,0.6303657694962043,0.6230905986779014,0.007971189158175974,120
20,63.829279005527496,1.826958859562086,21.490547955036163,6.521756491451374,balanced,16,50,0.05,True,"{'clf__class_weight': 'balanced', 'clf__max_depth': 16, 'clf__n_estimators': 50, 'tfidf__min_df': 0.05, 'tfidf__sublinear_tf': True}",0.4263876600398242,0.44339866590653065,0.44900034720307297,0.4545572695902321,0.44333598568491495,0.010550496136134336,37,0.33914864009155854,0.36047027006637544,0.364333258469866,0.3649000229073292,0.3572130478837823,0.010567867677934646,49,0.7356004690625647,0.7556055339739658,0.7290086860609403,0.7505175983436853,0.742683071860289,0.01078797851404761,93
103,79.33992058038712,2.489085802150843,10.7721386551857,0.3131052516362806,balanced_subsample,16,200,0.01,False,"{'clf__class_weight': 'balanced_subsample', 'clf__max_depth': 16, 'clf__n_estimators': 200, 'tfidf__min_df': 0.01, 'tfidf__sublinear_tf': False}",0.44165525870640177,0.4478033628858276,0.45071641878294544,0.43131132396047966,0.4428715910839136,0.0074327473916342415,38,0.3944244136878379,0.40422511005822087,0.4162937652791369,0.4287876701884639,0.4109327398034149,0.012894342375080046,39,0.718010622887494,0.7358413412390105,0.6996415276437337,0.6988267770876466,0.7130800672144711,0.015216246249475067,106
31,86.87512874603271,2.046082544285355,18.53444617986679,4.446902965408388,balanced,16,200,0.01,False,"{'clf__class_weight': 'balanced', 'clf__max_depth': 16, 'clf__n_estimators': 200, 'tfidf__min_df': 0.01, 'tfidf__sublinear_tf': False}",0.4364483954437498,0.4461056245950925,0.45268608724069304,0.43272304902561376,0.44199078907628725,0.007872903006471187,39,0.3819128010296059,0.4048920812798622,0.4213311825398141,0.43024013123739235,0.4095940490216686,0.01838736662170703,41,0.7225632889563358,0.7358413412390105,0.690748655728664,0.700552104899931,0.7124263477059853,0.01776189370355412,107
102,83.9550586938858,2.9194165623006776,18.938778042793274,4.005218057423735,balanced_subsample,16,200,0.01,True,"{'clf__class_weight': 'balanced_subsample', 'clf__max_depth': 16, 'clf__n_estimators': 200, 'tfidf__min_df': 0.01, 'tfidf__sublinear_tf': True}",0.43704879706726907,0.44686809236178815,0.45253430186680815,0.4310442257321125,0.4418738542569945,0.008353885149438162,40,0.39067982540748797,0.4110969657134172,0.4228565571671415,0.43074378923560996,0.41384428438091414,0.015091009281187784,37,0.7210457336000552,0.7312751311933483,0.7027436922652696,0.6985507246376812,0.7134038204240885,0.013341995469223388,103
2,50.44625115394592,1.0659789581046153,19.886322557926178,0.6842209154167672,balanced,,50,0.05,True,"{'clf__class_weight': 'balanced', 'clf__max_depth': None, 'clf__n_estimators': 50, 'tfidf__min_df': 0.05, 'tfidf__sublinear_tf': True}",0.4263552857176465,0.4429620845716051,0.44797945545771106,0.44820122432892034,0.44137451251897075,0.008920857919674013,41,0.3385411143389453,0.36015725723945163,0.3637991793751138,0.3601027811952112,0.3556500830371805,0.00999081729912847,50,0.7380147616748293,0.755060314864036,0.727078450296429,0.744927536231884,0.7412702657667946,0.010192485155702395,94
38,74.67204558849335,3.642955771180186,16.70165318250656,5.8416288471095275,balanced,32,50,0.05,True,"{'clf__class_weight': 'balanced', 'clf__max_depth': 32, 'clf__n_estimators': 50, 'tfidf__min_df': 0.05, 'tfidf__sublinear_tf': True}",0.4263552857176465,0.4429620845716051,0.44797945545771106,0.44820122432892034,0.44137451251897075,0.008920857919674013,41,0.3385411143389453,0.36015725723945163,0.3637991793751138,0.3601027811952112,0.3556500830371805,0.00999081729912847,50,0.7380147616748293,0.755060314864036,0.727078450296429,0.744927536231884,0.7412702657667946,0.010192485155702395,94
